"@timestamp","@version","Android sum","_id","_index","_score","_type","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","cloud.account.id","cloud.availability_zone","cloud.image.id","cloud.instance.id","cloud.machine.type","cloud.provider","cloud.region","ecs.version","event.created","host.architecture","host.boot_id","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.platform","host.os.version","iOS sum","journald.custom.selinux_context","journald.custom.stream_id",message,"process.capabilites","process.cmd","process.executable","process.name","process.pid","process.uid","syslog.facility","syslog.identifier","syslog.priority","systemd.cgroup","systemd.slice","systemd.transport","systemd.unit",tags
"Mar 13, 2024 @ 14:40:14.303",1,0,ABjUN44B9tBpE2orTSLs,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 14:40:41.262","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 4xMHZ5BCw9b576BHVevcEjFC for auth ABQzUqVT6pjDHgGXnEppEKML",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 14:39:44.003",1,0,8xjUN44B9tBpE2orTSHo,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 14:40:41.259","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 4xMHZ5BCw9b576BHVevcEjFC for auth wEdcdPLunFepk2D1USEgVirk",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 14:38:07.397",1,0,7RjSN44B9tBpE2orAhu6,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 14:38:11.181","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 4xMHZ5BCw9b576BHVevcEjFC for auth F8tri9Gmk5PAGDppEGF1x7eJ",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 14:37:45.055",1,0,6RjSN44B9tBpE2orAhu6,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 14:38:11.179","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 4xMHZ5BCw9b576BHVevcEjFC for auth NMdszmiXBeP6JQtD6SuAXrjk",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 14:35:35.753",1,0,0hjPN44B9tBpE2orshVl,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 14:35:40.080","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 4xMHZ5BCw9b576BHVevcEjFC for auth ZABQmg6YTrCD6YczDneqSC3t",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:59:35.229",1,0,BxeuN44B9tBpE2orqL90,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:59:35.972","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 1Nj7RQQ1iqhFcGQex9858Up4 for auth WUuWVe26MsQasnnpPihk91eG",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:58:39.920",1,0,uxetN44B9tBpE2orz7zD,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:58:40.499","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 1Nj7RQQ1iqhFcGQex9858Up4 for auth GweDtaeHwitxMso43TFP81E9",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:47:18.783",1,0,5BejN44B9tBpE2orap2b,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:47:19.241","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 1Nj7RQQ1iqhFcGQex9858Up4 for auth cHac5NEYkq2wi5XQsxWCm8vz",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:46:04.365",1,0,CheiN44B9tBpE2orUptn,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:46:07.510","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 1Nj7RQQ1iqhFcGQex9858Up4 for auth R2bKcRZzpM2dPzLvZcyX7Vvn",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:45:24.574",1,0,oBeiN44B9tBpE2orHJpd,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:45:51.896","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by 1Nj7RQQ1iqhFcGQex9858Up4 for auth pYeiqJk9B3qYF34qZ9N3iiq9",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:41:42.494",1,0,oxeeN44B9tBpE2orTZBP,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:41:44.062","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by b6YPuDD7pWH5zpqbFXdh6agK for auth v8uFDhmdPsNoRucVJL4D42gH",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:41:31.168",1,0,NBeeN44B9tBpE2orKZDH,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:41:33.219","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by b6YPuDD7pWH5zpqbFXdh6agK for auth tQeXRVW7TyQc2JJv7BJ5H2xq",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:41:17.479",1,0,MheeN44B9tBpE2orKZDH,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:41:33.218","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by FPJgv8WsSpecZPkf7556CnzZ for auth 5C3sKtR4dp5cQcZExs7VfB9P",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:41:06.949",1,0,MBeeN44B9tBpE2orKZDH,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:41:33.217","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by FPJgv8WsSpecZPkf7556CnzZ for auth W44jiPxoSuyjwLDnW4yicKh7",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:40:13.556",1,0,"_xecN44B9tBpE2or7Yz4","logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:40:14.120","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by FPJgv8WsSpecZPkf7556CnzZ for auth 2e9pSyS6UY1qnz5CdBg5RT3o",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:39:51.395",1,0,MhecN44B9tBpE2orqIwf,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:39:56.234","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by FPJgv8WsSpecZPkf7556CnzZ for auth mNtTJ8bzmSBfiNzRZGVGbcPf",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:39:38.557",1,0,xBecN44B9tBpE2ora4tT,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:39:40.673","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by FPJgv8WsSpecZPkf7556CnzZ for auth nmqsY7HGAfgbjrizHAE43ytY",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:39:24.351",1,0,9hecN44B9tBpE2orLoro,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:39:25.207","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by FPJgv8WsSpecZPkf7556CnzZ for auth wMUYEYzLo4n7RHeVXd8vP4QH",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:39:04.985",1,0,JBebN44B9tBpE2or4Yop,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:39:05.303","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by b6YPuDD7pWH5zpqbFXdh6agK for auth 1ePuu9Xk6ZEcndEBtRpRbsks",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
"Mar 13, 2024 @ 13:38:49.585",1,0,WBebN44B9tBpE2orpInL,"logs_2024.03.13",,"_doc","4233914a-0a12-4abe-a22e-dd7c999f42d4","staging-sdo-mobile-a1.sdo.local","0af3a107-2065-4663-bedc-95cdfe9b6414","staging-sdo-mobile-a1.sdo.local",journalbeat,"7.8.0",901060547976,"us-west-1a","ami-0bdc0ff10fb093057","i-0ec819664eda606e7","t3a.small",aws,"us-west-1","1.5.0","Mar 13, 2024 @ 13:38:49.847","x86_64",ae246f60a60d48fda2947bf3a347ab67,false,"staging-sdo-mobile-a1.sdo.local",f7d547349e0941a785546a2ce33e866b,"[""10.0.10.10"",""fe80::4aa:3cff:fe41:d360""]","[""06:aa:3c:41:d3:60""]","staging-sdo-mobile-a1.sdo.local",Maipo,redhat,"3.10.0-862.11.6.el7.x86_64","Red Hat Enterprise Linux Server",rhel,"7.5 (Maipo)",0,"system_u:system_r:init_t:s0",7d28f9901f944ce18b8eb1a1611891a6,"D <auth> Reporting status approved by b6YPuDD7pWH5zpqbFXdh6agK for auth 2Nbvtj7tArR9Gq7vjaT9sQmM",1fffffffff,"npm start              ","/usr/bin/node","npm start","21,009",0,3,"sdo-cloud-server",6,"/system.slice/sdo-mobile.service","system.slice",stdout,"sdo-mobile.service","[""beats_input_codec_plain_applied"",""_grokparsefailure""]"
